id_igra,wmo,lat,lon,alt,state,name,start,end,total
MXM00076491,76491,23.73,-99.11,336.0,  ,CIUDAD VICTORIA,1948,1951,1366
MXM00076526,76526,22.75,-102.5,2265.0,  ,"ZACATECAS,ZAC.",2000,2020,6648
MXM00076549,76549,22.283,-97.85,15.0,  ,TAMPICO,2002,2006,165
MXM00076595,76595,21.0167,-86.85,9.0,  ,CANCUN,1995,2020,6947
MXM00076612,76612,20.7,-103.3833,1551.0,  ,GUADALAJARA,1979,2020,12997
MXM00076644,76644,20.95,-89.65,11.0,  ,AEROP.INTERNACIONAL MERIDA,1948,2020,38322
MXM00076654,76654,19.0667,-104.3333,3.0,  ,MANZANILLO,1976,2020,17215
MXM00076679,76679,19.4333,-99.1333,2235.0,  ,AEROP. INTERNACIONAL MEXICO,1948,2020,42659
MXM00076692,76692,19.15,-96.1333,19.0,  ,"HACIENDA YLANG YLANG VERACRUZ,",1952,2020,31318
MXM00076713,76713,18.633,-91.833,2.0,  ,CUIDAD DEL CARMEN,2005,2005,185
MXM00076723,76723,18.717,-110.95,35.0,  ,ISLA SOCORRO,1973,2007,9477
MXM00076743,76743,17.9833,-92.9333,6.0,  ,VILLAHERMOSA,2005,2020,3261
MXM00076805,76805,16.75,-99.75,3.0,  ,ACAPULCO,1974,2020,8739
MXM00076833,76833,16.1667,-95.1667,2.0,  ,SALINA CRUZ,2002,2003,556
MXM00076903,76903,14.9167,-92.25,118.0,  ,TAPACHULA,2011,2020,1450
MYM00048601,48601,5.3,100.2667,3.0,  ,PENANG/BAYAN LEPAS,1968,2020,62247
MYM00048602,48602,5.467,100.383,4.0,  ,BUTTERWORTH AB,1958,1984,24729
MYM00048615,48615,6.1667,102.2833,5.0,  ,KOTA BHARU,1973,2020,58547
MYM00048620,48620,4.2167,100.7,7.0,  ,SITIAWAN,1973,2018,52733
MYM00048647,48647,3.117,101.55,27.0,  ,KUALA LUMPUR SUBANG,1971,1998,23589
MYM00048648,48648,3.1,101.65,46.0,  ,PETALING JAYA,1984,1999,10635
MYM00048650,48650,2.7167,101.7,21.0,  ,KUALA LUMPUR INTERNATIONAL AIR,1999,2020,27129
MYM00048657,48657,3.7833,103.2167,15.0,  ,KUANTAN,1971,2020,53319
MYM00096413,96413,1.4833,110.3333,22.0,  ,KUCHING,1973,2020,57096
MYM00096441,96441,3.2,113.0333,3.0,  ,BINTULU,1973,2020,57116
MYM00096471,96471,5.9333,116.05,2.0,  ,KOTA KINABALU,1969,2020,55746
MYM00096481,96481,4.2667,117.8833,20.0,  ,TAWAU,1979,2020,21062
MYM00096491,96491,5.9,118.0667,10.0,  ,SANDAKAN,1973,2018,47253
MZM00067215,67215,-12.983,40.533,50.0,  ,PEMBA,1950,1973,3898
MZM00067217,67217,-13.3,35.233,1365.0,  ,LICHINGA,1954,1981,1908
MZM00067237,67237,-15.1,39.283,441.0,  ,NAMPULA,1972,2005,4237
MZM00067261,67261,-16.183,33.583,150.0,  ,TETE,1953,1983,2074
MZM00067283,67283,-17.883,36.883,16.0,  ,QUELIMANE,1951,1984,2266
MZM00067297,67297,-19.8,34.9,16.0,  ,BEIRA,1938,1984,8665
MZM00067323,67323,-23.867,35.383,15.0,  ,INHAMBANE,1950,1983,4808
MZM00067341,67341,-25.917,32.567,44.0,  ,MAPUTO/MAVALANE,1937,1996,20132
MZXUAE04824,04824,-14.95,40.67,15.0,  ,MOSSURIL,1939,1955,3085
MZXUAE5856A,,-15.03,40.67,11.0,  ,LUMBO,1956,1968,2531
NCM00091577,91577,-20.567,164.283,23.0,  ,KOUMAC,1973,2004,11482
NCM00091582,91582,-20.767,167.233,28.0,  ,OUANAHAM,1973,2004,7206
NCM00091592,91592,-22.2761,166.4528,70.0,  ,NOUMEA (NLLE-CALEDONIE),1960,2019,41494
NFM00094996,94996,-29.0389,167.9408,113.0,  ,NORFOLK ISLAND AERO,1943,2020,73819
NGM00061017,61017,18.683,12.917,355.0,  ,BILMA,1950,2001,21154
NGM00061024,61024,16.9667,7.9833,501.0,  ,AGADEZ,1947,2019,47885
NGM00061052,61052,13.4833,2.1667,223.0,  ,NIAMEY-AERO,1940,2020,75657
NGM00061075,61075,13.8,5.25,272.0,  ,BIRNI-N'KONNI,1955,2012,30210
NGM00061080,61080,13.467,7.083,372.0,  ,MARADI,1980,2002,18936
NGM00061090,61090,13.7833,8.9833,452.0,  ,ZINDER,1940,2012,42219
NHM00091554,91554,-15.517,167.217,44.0,  ,PEKOA AIRPORT,1973,1979,661
NHM00091557,91557,-17.7,168.3,20.0,  ,BAUERFIELD (EFATE),1986,2016,7305
NHM00091558,91558,-17.75,168.3,18.0,  ,VILA (EFATE),1950,1985,12954
NHM00091568,91568,-20.233,169.767,7.0,  ,ANEITYUM,1978,1979,125
NIM00065046,65046,12.05,8.5333,472.5,  ,KANO,1972,2020,3153
NIM00065082,65082,11.85,13.083,354.0,  ,MAIDUGURI,1973,1984,593
NIM00065123,65123,9.617,6.533,260.0,  ,MINNA,1974,1980,440
NIM00065125,65125,9.25,7.0,343.1,  ,ABUJA,2006,2018,972
NIM00065201,65201,6.583,3.333,38.0,  ,LAGOS/IKEJA,1953,1975,3244
NIM00065202,65202,6.5,3.3833,19.0,  ,LAGOS/OSHODI,1966,2020,1381
NIM00065257,65257,6.467,7.55,137.0,  ,ENUGU,1978,1983,469
NLM00006210,06210,52.167,4.433,1.0,  ,VALKENBURG,1994,2002,583
NLM00006235,06235,52.9269,4.7811,1.2,  ,DE KOOIJ VK,1921,2014,2980
NLM00006242,06242,53.25,4.917,4.0,  ,VLIELAND,1977,2002,6803
NLM00006260,06260,52.0989,5.1797,1.9,  ,DE BILT AWS,1911,2020,67753
NNM00078866,78866,18.0333,-63.1167,3.0,  ,JULIANA AIRPORT,1956,2017,24611
NOM00001010,01010,69.3153,16.1308,10.0,  ,ANDOYA,2014,2019,3633
NOM00001030,01030,69.7,19.02,12.0,  ,TROMSO,1939,1959,3783
NOM00001152,01152,67.2669,14.3586,11.0,  ,BODO VI,1942,2014,38387
NOM00001241,01241,63.7056,9.6117,10.0,  ,ORLAND III,1959,2019,40241
NOM00001384,01384,60.2,11.083,201.0,  ,OSLO/GARDERMOEN,1949,2001,27726
NOM00001400,01400,56.5422,3.2236,52.0,  ,EKOFISK,1994,2019,15135
NOM00001415,01415,58.8742,5.665,37.0,  ,STAVANGER/SOLA,1949,2020,44297
NOM00001492,01492,59.9428,10.7194,95.0,  ,OSLO-BLINDERN,2001,2018,934
NOXUAC04176,04176,60.38,5.33,36.0,  ,BERGEN,1940,1942,179
NOXUAC04178,04178,68.47,17.5,23.0,  ,NARVIK,1940,1941,128
NOXUAE05479,05479,59.97,11.03,106.0,  ,KJELLER,1930,1944,1688
NPM00044454,44454,27.7,85.367,1337.0,  ,KATHMANDU AIRPORT,1977,1980,651
NRM00091532,91532,-0.5167,166.9167,7.0,  ,NAURU ARC-2,1951,2013,6251
NSM00081202,81202,5.95,-57.033,2.0,  ,NICKERIE,1977,1980,382
NSM00081209,81209,4.35,-54.417,52.0,  ,STOELMANSEILAND,1977,1979,153
NSM00081225,81225,5.45,-55.2,16.0,  ,ZANDERIJ,1974,1986,2383
NSM00081250,81250,3.783,-56.15,323.0,  ,TAFELBERG,1977,1979,228
NSM00081251,81251,2.033,-56.117,265.0,  ,SIPALIWINI,1977,1986,331
NSM00081253,81253,3.367,-57.333,165.0,  ,COEROENI,1977,1986,254
NUM00078730,78730,14.067,-83.367,20.0,  ,PUERTO CABEZAS,1973,1983,4028
NUM00078741,78741,12.15,-86.167,56.0,  ,MANAGUA A.C.SANDINO,1947,2007,2831
NZM00093012,93012,-35.1,173.267,54.0,  ,KAITAIA,1973,1996,14537
NZM00093072,93072,-36.3,174.7,452.0,  ,MT TAMAHUNGA,1994,2006,14698
NZM00093112,93112,-36.7928,174.6214,30.0,  ,WHENUAPAI,1957,2020,19851
NZM00093115,93115,-36.85,174.78,5.0,  ,AUCKLAND,1949,1957,2917
NZM00093119,93119,-37.017,174.8,6.0,  ,AUCKLAND AIRPORT,1967,1988,23125
NZM00093291,93291,-38.6667,177.9833,5.0,  ,GISBORNE AERODROME,1973,2011,28600
NZM00093308,93308,-39.0167,174.1833,28.0,  ,NEW PLYMOUTH AERO,1973,2011,31454
NZM00093337,93337,-39.467,175.683,821.0,  ,WAIOURU,1968,1978,2309
NZM00093417,93417,-40.9044,174.9839,6.0,  ,PARAPARAUMU AERODROME,1973,2020,32894
NZM00093431,93431,-41.3,174.63,548.0,  ,OUTLOOK HILL,1994,2006,11385
NZM00093614,93614,-42.7167,170.9833,45.0,  ,HOKITIKA AERODROME,1973,2012,26036
NZM00093677,93677,-42.417,173.7,101.0,  ,KAIKOURA,1973,1991,5055
NZM00093769,93769,-43.78,172.02,124.0,  ,RAKAIA,1994,2006,12147
NZM00093780,93780,-43.483,172.55,30.0,  ,CHRISTCHURCH,1954,1996,31930
NZM00093844,93844,-46.4108,168.3178,2.0,  ,INVERCARGILL AIRPORT,1950,2020,61976
NZM00093944,93944,-52.55,169.15,15.0,  ,CAMPBELL ISLAND,1957,1995,18775
NZM00093986,93986,-43.95,-176.5667,44.0,  ,CHATHAM ISL/TUUTA,1956,2011,16837
NZM00093997,93997,-29.2447,-177.9289,47.7,  ,RAOUL ISLAND,1952,2020,25267
ODM00062840,62840,9.55,31.65,388.0,  ,MALKAL,1935,1981,4130
ODM00062880,62880,7.7,28.017,438.0,  ,WAU,1974,1982,717
ODM00062941,62941,4.867,31.6,457.0,  ,JUBA,1936,1981,1813
PAM00086068,86068,-22.0167,-60.6167,167.0,  ,MARISCAL ESTIGARRIBIA,2001,2005,708
PAM00086218,86218,-25.2333,-57.5167,83.0,  ,AEROPUERTO SILVIO PETTIROSSI,1975,2020,5344
PEM00084377,84377,-3.783,-73.3,126.0,  ,IQUITOS,1973,1980,705
PEM00084378,84378,-3.7333,-73.25,117.0,  ,MORONA,2003,2010,691
PEM00084390,84390,-4.567,-81.233,85.0,  ,TALARA,1973,1980,1823
PEM00084401,84401,-5.2,-80.6,49.0,  ,PIURA,2002,2007,919
PEM00084416,84416,-5.1833,-80.6,52.0,  ,PIURA GRUP7,2003,2011,517
PEM00084452,84452,-6.783,-79.817,30.0,  ,CHICLAYO,1973,1984,1504
PEM00084515,84515,-8.367,-74.567,149.0,  ,PUCALLPA,1973,1979,328
PEM00084628,84628,-12.0167,-77.1167,12.0,  ,LIMA/CALLAO,1957,2020,15717
PEM00084629,84629,-12.15,-77.0,80.0,  ,LAS PALMAS,2009,2010,389
PEM00084691,84691,-13.733,-76.217,7.0,  ,PISCO,1973,1979,1501
PEM00084752,84752,-16.333,-71.567,2539.0,  ,AREQUIPA,1973,2006,3138
PFM00048860,48860,16.55,111.617,6.0,  ,HOANG SA (PATTLE),1973,1973,417
PFM00059981,59981,16.8333,112.3333,5.0,  ,XISHA DAO,1958,2020,42017
PKM00041506,41506,35.9217,71.8,1499.0,  ,CHITRAL,1975,2019,9128
PKM00041515,41515,35.5667,71.7833,1464.0,  ,DROSH,1949,2019,13388
PKM00041516,41516,35.9167,74.3333,1453.0,  ,GILGIT,1976,2003,521
PKM00041529,41529,34.0333,71.9333,329.0,  ,PESHAWAR,1926,2019,38788
PKM00041560,41560,33.8667,70.0833,1725.0,  ,PARACHINAR,1975,2009,2376
PKM00041571,41571,33.6167,73.1,507.0,  ,ISLAMABAD AIRPORT,1973,2009,7050
PKM00041594,41594,32.05,72.667,188.0,  ,SARGODHA,1970,2007,19138
PKM00041598,41598,32.9333,73.7167,232.0,  ,JHELUM,1949,2020,23885
PKM00041600,41600,32.5,74.5333,255.0,  ,SIALKOT,2003,2019,882
PKM00041620,41620,31.35,69.467,1407.0,  ,ZHOB,1938,1981,8789
PKM00041624,41624,31.8167,70.9167,172.0,  ,DERA ISMAIL KHAN,1935,2020,16703
PKM00041640,41640,31.55,74.3333,214.0,  ,LAHORE CITY,1960,2020,23226
PKM00041661,41661,30.2667,66.9167,1620.0,  ,QUETTA (SHEIKH MANDA),1926,2020,22046
PKM00041675,41675,30.2,71.4333,122.0,  ,MULTAN,1940,2020,24129
PKM00041678,41678,29.95,73.25,162.0,  ,BAHAWALNAGAR,1980,2019,1058
PKM00041685,41685,29.8833,69.7167,1097.0,  ,BARKHAN,1973,2009,1029
PKM00041696,41696,29.0333,66.5833,2015.0,  ,KALAT,2005,2007,172
PKM00041710,41710,28.8167,62.75,682.0,  ,NOKKUNDI,1973,2018,1323
PKM00041712,41712,28.8833,64.4,848.0,  ,DAL BANDIN,1940,2019,8890
PKM00041715,41715,28.3,68.4667,55.0,  ,JACOBABAD,1935,2020,28513
PKM00041718,41718,28.65,70.6833,87.0,  ,KHANPUR,1949,2020,26381
PKM00041739,41739,26.9667,64.1,980.0,  ,PANJGUR,1973,2018,8843
PKM00041744,41744,27.8333,66.6333,1231.0,  ,KHUZDAR,1973,2018,1098
PKM00041749,41749,26.25,68.3667,37.0,  ,NAWABSHAH,1973,2020,15041
PKM00041756,41756,25.0667,61.8,56.0,  ,JIWANI,1938,2017,17618
PKM00041759,41759,25.2667,63.4833,4.0,  ,PASNI,2003,2003,119
PKM00041764,41764,25.3833,68.4167,28.0,  ,HYDERABAD,2002,2019,874
PKM00041768,41768,25.5167,69.7833,5.0,  ,CHHOR,1949,2020,23257
PKM00041780,41780,24.9,67.1333,21.0,  ,KARACHI AIRPORT,1926,2020,54235
PKXUAE05548,05548,31.62,74.4,217.0,  ,LAHORE,1926,1956,12639
PKXUAE05801,05801,25.13,62.32,0.0,  ,GWADAR,1927,1935,4276
PKXUAE05835,05835,27.7,68.92,80.0,  ,SUKKUR,1935,1935,668
PLM00012105,12105,54.2,16.1833,34.0,  ,KOSZALIN,1965,1971,1537
PLM00012120,12120,54.7536,17.5347,1.8,  ,LEBA,1972,2020,40637
PLM00012330,12330,52.417,16.85,84.0,  ,POZNAN,1959,1992,31288
PLM00012374,12374,52.4078,20.9564,94.2,  ,LEGIONOWO,1956,2020,59964
PLM00012375,12375,52.18,20.97,65.0,  ,WARSZAWA,1920,1956,1720
PLM00012425,12425,51.1131,16.8811,119.6,  ,WROCLAW I,1956,2020,46166
PLXUAC03751,03751,50.28,21.43,167.0,  ,MIELEC,1957,1960,738
PLXUAE05764,05764,51.12,17.03,118.0,  ,WROCLAW,1920,1920,146
PMM00078807,78807,8.9667,-79.5667,7.0,  ,COROZAL OESTE,1946,2020,43972
POM00008507,08507,39.0833,-28.0333,26.0,  ,GRACIOSA/AERODROME,2009,2018,2173
POM00008508,08508,38.7678,-27.0856,73.0,  ,LAJES (ACORES),1946,2020,56758
POM00008522,08522,32.6333,-16.9,58.0,  ,FUNCHAL,1948,2020,29245
POM00008535,08535,38.72,-9.15,95.4,  ,LISBOA/GEOFISICO,1939,1944,669
POM00008545,08545,41.233,-8.683,77.0,  ,PORTO/PEDRAS RUBRAS,1973,1981,1615
POM00008549,08549,40.2,-8.417,140.0,  ,COIMBRA,1973,1975,458
POM00008554,08554,37.017,-7.967,8.0,  ,FARO/AEROPORTO,1973,1983,1831
POM00008579,08579,38.7667,-9.1333,104.0,  ,LISBOA/GAGO COUTINHO,1948,2020,41533
PPM00092035,92035,-9.3833,147.2167,48.0,  ,PORT MORESBY W.O.,1944,2015,50726
PPM00092044,92044,-2.05,147.4167,4.0,  ,MOMOTE W.O.,1950,2013,23951
PPM00094014,94014,-5.217,145.783,4.0,  ,MADANG,1950,1995,18232
PPM00094027,94027,-6.733,147.0,8.0,  ,LAE,1947,1987,29138
PPM00094085,94085,-4.217,152.183,9.0,  ,RABAUL,1950,1988,27818
PPM00094087,94087,-10.7,152.833,14.0,  ,MISIMA ISLAND,1976,1995,2055
PSM00091408,91408,7.3687,134.5412,53.1,  ,KOROR,1950,2020,45625
PUM00061766,61766,11.87,-15.5,29.0,  ,BISSAU,1952,1967,2569
QAM00041169,41169,25.2731,51.6081,4.0,  ,HAMAD INTERNATIONAL AIRPORT,1978,2020,10085
REM00061980,61980,-20.8925,55.5286,20.0,  ,SAINT-DENIS/GILLOT (REUNION),1973,2019,24745
REM00061984,61984,-21.333,55.483,53.0,  ,ST. PIERRE/FONDS,1973,1990,5723
RIM00013275,13275,44.7667,20.4167,203.0,  ,BEOGRAD/KOSUTNJAK,1971,2020,31024
RIM00013276,13276,44.7833,20.5333,243.0,  ,BEOGRAD/SELENO BRD,1955,1971,8769
RIM00013388,13388,43.3333,21.9,203.0,  ,NIS,1973,2020,3178
RMM00091250,91250,11.35,162.35,5.0,  ,ENEWETAK,1946,1979,16361
RMM00091254,91254,11.52,165.55,3.0,  ,BIKINI,1952,1958,294
RMM00091258,91258,11.233,169.85,2.0,  ,UTIRIK ATOLL M.ISL,1958,1974,577
RMM00091366,91366,8.7333,167.7333,2.0,  ,KWAJALEIN/BUCHOLZ AAF,1949,2020,40804
RMM00091369,91369,5.917,169.65,3.0,  ,JALUIT ATOLL,1973,1974,130
RMM00091371,91371,9.467,170.25,3.0,  ,WOTJE ATOLL,1973,1974,299
RMM00091376,91376,7.0683,171.2942,3.9,  ,MAJURO/MARSHALL IS. INTNL.,1952,2020,47821
RMXUA912505,12505,11.3,167.48,3.0,  ,RONGERIK,1954,1954,145
ROM00015010,15010,47.717,22.883,124.0,  ,SATU MARE,1974,1993,1507
ROM00015014,15014,47.667,23.5,218.0,  ,BAIA MARE,1974,1982,1152
ROM00015023,15023,47.633,26.25,350.0,  ,SUCEAVA,1974,1982,513
ROM00015080,15080,47.033,21.9,140.0,  ,ORADEA,1974,1982,822
ROM00015090,15090,47.167,27.633,104.0,  ,IASI,1974,1991,1100
ROM00015120,15120,46.7778,23.5714,410.0,  ,CLUJ-NAPOCA,1951,2012,38157
ROM00015145,15145,46.533,24.533,309.0,  ,TG. MURES,1977,1993,1169
ROM00015150,15150,46.583,26.983,184.0,  ,BACAU,1974,1996,1500
ROM00015200,15200,46.167,21.317,117.0,  ,ARAD,1973,1993,7175
ROM00015230,15230,45.867,22.9,231.0,  ,DEVA,1974,1982,887
ROM00015235,15235,45.833,24.933,429.0,  ,FAGARAS,1991,1993,154
ROM00015247,15247,45.767,21.25,88.0,  ,TIMISOARA,1974,1982,862
ROM00015260,15260,45.783,24.083,443.0,  ,SIBIU,1974,1989,813
ROM00015300,15300,45.7,25.533,538.0,  ,BRASOV-GHIMBAV,1974,1984,588
ROM00015302,15302,45.5,25.583,1093.0,  ,PREDEAL,1977,1988,913
ROM00015310,15310,45.5,28.2,71.0,  ,GALATI,1973,1989,7351
ROM00015350,15350,45.15,26.817,96.0,  ,BUZAU,1977,1992,652
ROM00015360,15360,45.15,29.667,3.0,  ,SULINA,1991,1998,178
ROM00015410,15410,44.633,22.633,77.0,  ,DROBETA TURNU SEVER,1974,1993,953
ROM00015420,15420,44.5106,26.0781,90.0,  ,BUCURESTI BANEASA,1950,2020,52791
ROM00015450,15450,44.317,23.867,195.0,  ,CRAIOVA,1974,1982,548
ROM00015480,15480,44.217,28.633,13.0,  ,CONSTANTA,1965,2001,27610
ROM00015490,15490,43.75,24.883,31.0,  ,TR. MAGURELE,1977,1981,218
RPM00098135,98135,20.45,121.967,11.0,  ,BASCO,1973,1983,867
RPM00098223,98223,18.1828,120.5342,4.0,  ,LAOAG,1950,2020,17079
RPM00098233,98233,17.6375,121.7525,61.0,  ,TUGUEGARAO,2017,2020,2105
RPM00098322,98322,15.317,120.383,161.0,  ,CROW VALLEY GUNNERY,1973,1988,3166
RPM00098327,98327,15.167,120.567,155.0,  ,CLARK AB,1947,1991,35753
RPM00098328,98328,16.4039,120.6014,1500.0,  ,BAGUIO,1973,2020,7864
RPM00098426,98426,14.8,120.267,19.0,  ,SUBIC BAY WEATHER,1973,1992,1333
RPM00098433,98433,14.5814,121.3692,646.1,  ,TANAY,2000,2020,7190
RPM00098444,98444,13.1506,123.7283,16.0,  ,LEGASPI,1973,2020,9696
RPM00098618,98618,9.7403,118.7586,13.0,  ,PUERTO PRINCESA,1973,2020,8324
RPM00098630,98630,10.85,121.033,4.0,  ,CUYO,1974,1979,270
RPM00098645,98645,10.333,123.9,35.0,  ,LAHUG,1949,1973,2175
RPM00098646,98646,10.3222,123.98,23.0,  ,MACTAN,1973,2020,13162
RPM00098653,98653,9.8,125.5,55.0,  ,SURIGAO,1973,1979,347
RPM00098747,98747,8.4089,124.6119,186.0,  ,LUMBIA AIRPORT,2014,2020,3518
RPM00098753,98753,7.1278,125.6547,17.0,  ,DAVAO AIRPORT,1978,2020,8994
RPM00098836,98836,6.9,122.067,6.0,  ,ZAMBOANGA,1949,1985,4876
RQM00078526,78526,18.4317,-65.9919,4.0,PR,SAN JUAN/INT.,1946,2020,52977
RQW00011603,11603,18.5,-67.1333,65.2,PR,AGUADILLA RAMEY AFB,1940,1957,6711
RQW00011607,11607,18.0167,-66.5,9.4,PR,PONCE LOSEY FIELD,1941,1948,4773
RQW00011611,11611,18.25,-67.1333,7.9,PR,MAYAGUEZ,1942,1943,104
RSM00020046,20046,80.6264,58.0589,21.0,  ,POLARGMO IM. E.T. KRENKELJA,1957,2020,38020
RSM00020047,20047,80.45,52.8,5.0,  ,BUKHTA TIKHAYA/GUKER IS.,1934,1956,4385
RSM00020069,20069,79.5,76.98,12.0,  ,OSTROV VIZE,1955,1991,26148
RSM00020274,20274,77.5,82.23,23.0,  ,OSTROV UEDINENIA,1957,1991,24206
RSM00020292,20292,77.7131,104.2919,12.0,  ,GMO IM.E.K. FEDOROVA,1919,2020,41625
RSM00020353,20353,76.95,68.58,8.0,  ,MYS ZHELANIA,1935,1993,29248
RSM00020357,20357,76.1833,62.5667,9.0,  ,RUSSKAJA GAVAN,1953,1954,246
RSM00020667,20667,73.33,70.03,6.0,  ,IM POPOVA,1953,1995,11828
RSM00020674,20674,73.5136,80.4064,42.0,  ,OSTROV DIKSON,1938,2020,45311
RSM00020744,20744,72.3667,52.7,18.0,  ,MALYE KARMAKULY,1950,2020,34753
RSM00020891,20891,71.9772,102.4664,31.2,  ,HATANGA,1949,2012,34969
RSM00021358,21358,76.15,152.83,14.0,  ,OSTROV ZOHOVA,1958,1991,20328
RSM00021432,21432,76.0,137.8667,11.5,  ,OSTROV KOTEL'NYJ,1946,2020,39898
RSM00021504,21504,74.67,112.93,60.0,  ,OSTROV PREOBRAZHENIA,1958,1996,28488
RSM00021647,21647,73.2,143.533,23.0,  ,MYS SHALAUROVA,1958,1997,27652
RSM00021824,21824,71.5833,128.9167,6.0,  ,TIKSI,1939,2020,48768
RSM00021946,21946,70.6167,147.8833,44.0,  ,CHOKURDAH,1955,2020,27016
RSM00021965,21965,70.63,162.4,38.0,  ,OSTROV CHETYREKHSTOLBO,1924,1994,32761
RSM00021982,21982,70.967,-178.65,4.0,  ,OSTROV VRANGELYA,1954,1999,29474
RSM00022113,22113,68.9833,33.1167,121.0,  ,MURMANSK,1939,2018,57431
RSM00022165,22165,68.65,43.3,48.0,  ,KANIN NOS,1953,1962,4393
RSM00022217,22217,67.1692,32.3542,26.0,  ,KANDALAKSHA,1957,2020,49622
RSM00022271,22271,67.8767,44.1742,4.8,  ,SHOJNA,1963,2020,45191
RSM00022522,22522,64.95,34.65,8.0,  ,KEM,1950,2020,52695
RSM00022543,22543,64.6247,40.5114,4.0,  ,ARHANGEL'SK,1939,2020,60828
RSM00022768,22768,62.1,42.9,50.0,  ,SENKURSK,1953,1954,255
RSM00022802,22802,61.717,30.717,18.0,  ,SORTAVALA,1920,1990,36442
RSM00022820,22820,61.8167,34.2667,110.0,  ,PETROZAVODSK,1957,2020,44407
RSM00022845,22845,61.5067,38.9347,124.0,  ,KARGOPOL,1962,2020,34969
RSM00023022,23022,69.783,61.783,49.0,  ,AMDERMA,1947,1998,34229
RSM00023074,23074,69.4,86.17,28.0,  ,DUDINKA,1951,1960,5076
RSM00023078,23078,69.3472,88.2639,60.0,  ,NORIL'SK,1974,2020,35077
RSM00023146,23146,68.47,73.6,2.0,  ,MYS KAMENNY,1955,1991,29022
RSM00023205,23205,67.625,53.0175,5.4,  ,NAR'JAN-MAR,1946,2020,57657
RSM00023274,23274,67.47,86.57,30.0,  ,IGARKA,1950,1974,13709
RSM00023330,23330,66.5319,66.6744,14.8,  ,SALEHARD,1948,2020,56413
RSM00023415,23415,65.1167,57.1,56.0,  ,PECHORA,1953,2020,54923
RSM00023472,23472,65.7944,87.9889,37.5,  ,TURUHANSK,1951,2020,56618
RSM00023552,23552,64.917,77.817,27.0,  ,TARKO-SALE,1955,1998,33211
RSM00023802,23802,61.6767,50.7806,116.0,  ,SYKTYVKAR,1947,2020,58590
RSM00023884,23884,61.5806,90.0306,62.0,  ,BOR,1950,2020,51512
RSM00023921,23921,60.6833,60.45,93.0,  ,IVDEL,1953,2020,51692
RSM00023933,23933,61.0278,69.1189,44.0,  ,HANTY-MANSIJSK,1946,2020,52156
RSM00023955,23955,60.4333,77.8667,47.0,  ,ALEKSANDROVSKOE,1949,2020,56342
RSM00024125,24125,68.5,112.4333,207.0,  ,OLENEK,1954,2018,41890
RSM00024266,24266,67.5667,133.4,135.9,  ,VERHOJANSK,1952,2020,51625
RSM00024343,24343,66.7667,123.4,87.8,  ,ZHIGANSK,1951,2020,49847
RSM00024507,24507,64.2694,100.2167,188.0,  ,TURA,1955,2020,48527
RSM00024641,24641,63.7833,121.6167,110.8,  ,VILJUJSK,1951,2020,49108
RSM00024688,24688,63.25,143.15,740.3,  ,OJMJAKON,1950,2020,48175
RSM00024726,24726,62.5333,113.8667,351.2,  ,MIRNVY,1966,2020,34920
RSM00024790,24790,62.7833,148.1333,649.0,  ,SUSUMAN,1959,1991,12807
RSM00024793,24793,62.85,149.76,632.0,  ,SHTURMOVOY,1955,1959,2661
RSM00024817,24817,61.267,108.2,278.0,  ,ERBOGACEN,1954,1996,35974
RSM00024908,24908,60.3361,102.2944,258.8,  ,VANAVARA,1955,2020,46116
RSM00024944,24944,60.3667,120.4167,134.0,  ,OLEKMINSK,1950,2018,49772
RSM00024959,24959,62.0167,129.7167,98.3,  ,JAKUTSK,1940,2020,59275
RSM00025042,25042,69.9333,167.9667,16.0,  ,AJON ISLAND,1960,2010,9137
RSM00025123,25123,68.75,161.2833,32.0,  ,CHERSKIJ,1955,2020,40094
RSM00025173,25173,68.92,-179.48,2.0,  ,MYS SHMIDTA,1939,1998,33429
RSM00025399,25399,66.167,-169.833,7.0,  ,MYS UELEN,1944,1998,30932
RSM00025400,25400,65.7333,150.9,47.0,  ,ZYRYANKA,1954,2018,35043
RSM00025428,25428,65.2333,160.5333,260.0,  ,OMOLON,1957,2020,31473
RSM00025551,25551,64.683,170.417,23.0,  ,MARKOVO,1954,1993,33706
RSM00025563,25563,64.7833,177.5667,64.0,  ,ANADYR,1940,2013,38190
RSM00025594,25594,64.383,-173.233,39.0,  ,BUHTA PROVIDENJA,1946,1991,27529
RSM00025677,25677,63.017,179.283,82.0,  ,BERINGOVSKAJA,1949,1995,25831
RSM00025703,25703,62.9167,152.4167,206.1,  ,SEJMCHAN,1955,2020,52168
RSM00025822,25822,61.95,160.8667,2.0,  ,GIZIGA,1955,1998,28015
RSM00025913,25913,59.55,150.7833,115.3,  ,MAGADAN,1950,2020,57502
RSM00025954,25954,60.35,166.0,4.0,  ,KORF,1951,2006,42069
RSM00026063,26063,59.95,30.7,72.0,  ,ST.PETERSBURG (VOEJKOVO),1946,2018,59674
RSM00026065,26065,59.933,30.317,20.0,  ,LENINGRAD/CHOSSEYNOR,1954,1956,254
RSM00026258,26258,57.817,28.333,45.0,  ,PSKOV,1948,1998,39213
RSM00026298,26298,57.8833,34.0333,186.0,  ,BOLOGOE,1952,2020,50377
RSM00026477,26477,56.35,30.6167,97.0,  ,VELIKIE LUKI,1960,2020,43034
